iter	RMSE
149	24.65264684
150	24.6228806
151	24.51465931
152	24.49932776
153	24.48021135
154	24.35636977
155	24.19031558
156	24.14705379
157	24.1177334
158	24.09774973
159	24.04389543
160	24.0211879
161	23.99727301
162	23.89754896
163	23.71130273
164	23.6926863
165	23.6723554
166	23.5926632
167	23.50655296
168	23.3960302
169	23.28514173
170	23.26627292
171	23.16475901
172	23.14421238
173	23.10735043
174	23.04813207
175	22.98387357
176	22.96651367
177	22.94957863
178	22.87003
179	22.77393121
180	22.7277442
181	22.6937511
182	22.63934597
183	22.603991
184	22.52205858
185	22.50141748
186	22.45638325
187	22.40722561
188	22.35153685
189	22.2988649
190	22.2800206
191	22.09537949
192	22.08315258
193	22.0798315
194	22.02822456
195	21.94588042
196	21.93200801
197	21.89324957
198	21.84563445
199	21.80600166
200	21.73193637
201	21.7008597
202	21.6129234
203	21.59338892
204	21.48664797
205	21.4537144
206	21.430922
207	21.38365136
208	21.32844713
209	21.30796229
210	21.29418754
211	21.25156751
212	21.18627816
213	21.14172301
214	20.99883787
215	20.98558099
216	20.94467489
217	20.88529158
218	20.85130012
219	20.8393412
220	20.8118809
221	20.80141213
222	20.74816391
223	20.66355673
224	20.64574733
225	20.63598967
226	20.5836032
227	20.4400667
228	20.4309559
229	20.39283721
230	20.32449766
231	20.29475642
232	20.25833175
233	20.21995494
234	20.17301281
235	20.11467219
236	20.08806611
237	20.07979266
238	19.95312203
239	19.938556
240	19.89561087
241	19.77780217
242	19.76752642
243	19.74739699
244	19.70602832
245	19.69849637
246	19.6595341
247	19.63380762
248	19.62751195
249	19.60288056
250	19.57944805
251	19.47316685
252	19.42526298
253	19.37363507
254	19.35061475
255	19.31395624
256	19.23775607
257	19.19400629
258	19.17658104
259	19.13082819
260	19.09859524
261	19.0837235
262	19.01504593
263	18.99420742
264	18.95716181
265	18.94376006
266	18.92470214
267	18.88043516
268	18.8631591
269	18.84535996
270	18.81214305
271	18.77534241
272	18.75808118
273	18.746025
274	18.68009327
275	18.63629309
276	18.59801678
277	18.52878151
278	18.51918718
279	18.49660322
280	18.43781393
281	18.41461862
282	18.3985729
283	18.38217949
284	18.28906611
285	18.25691035
286	18.20085313
287	18.13952573
288	18.04654321
289	18.01275302
290	17.99458309
291	17.93069846
292	17.91177586
293	17.86058875
294	17.83287226
295	17.80025769
296	17.78766133
297	17.73548245
298	17.7007546
299	17.66586986
300	17.66230782
301	17.64424482
302	17.59354286
303	17.55903033
304	17.54597487
305	17.51099503
306	17.46807939
307	17.45190566
308	17.41698786
309	17.34383739
310	17.33738999
311	17.3177755
312	17.29006204
313	17.27644978
314	17.23411653
315	17.22704652
316	17.20986686
317	17.19561775
318	17.18062236
319	17.14797163
320	17.13093086
321	17.09473065
322	17.07913242
323	17.0505751
324	17.02574948
325	17.01042774
326	16.99822678
327	16.99067977
328	16.96323188
329	16.9073255
330	16.88656368
331	16.85895035
332	16.82608061
333	16.80301981
334	16.79867582
335	16.78537544
336	16.77028348
337	16.72805062
338	16.69851217
339	16.66694241
340	16.66512181
341	16.62219655
342	16.61119582
343	16.58300855
344	16.56855272
345	16.53169754
346	16.51874755
347	16.50481083
348	16.44306534
349	16.39271568
350	16.36560507
351	16.34858456
352	16.33542235
353	16.32984625
354	16.3087133
355	16.29790818
356	16.257582
357	16.2335643
358	16.2319906
359	16.16992036
360	16.15860443
361	16.12948313
362	16.10497307
363	16.09321466
364	16.07903524
365	16.06736189
366	16.06338322
367	16.05313414
368	16.03272171
369	16.00977451
370	15.96779589
371	15.96430898
372	15.94951416
373	15.93558349
374	15.88338791
375	15.86551966
376	15.86459883
377	15.82436045
378	15.80460782
379	15.76647425
380	15.74393211
381	15.73402595
382	15.72379884
383	15.68971364
384	15.68886131
385	15.66889882
386	15.64534439
387	15.64200145
388	15.60686214
389	15.59776124
390	15.58620388
391	15.55808386
392	15.5462895
393	15.53418874
394	15.5224397
395	15.50754868
396	15.49594572
397	15.49296891
398	15.43513644
399	15.41136156
400	15.40120053
401	15.40043135
402	15.37714398
403	15.35623989
404	15.34966901
405	15.32958808
406	15.32884827
407	15.30956856
408	15.30392488
409	15.29387671
410	15.28726361
411	15.26763715
412	15.2446888
413	15.22007828
414	15.20668199
415	15.17521337
416	15.14069208
417	15.09844562
418	15.07558385
419	15.06294765
420	15.02565593
421	15.00695455
422	14.99236135
423	14.98138768
424	14.92390537
425	14.88565959
426	14.8505656
427	14.83152361
428	14.80514709
429	14.77979652
430	14.74565395
431	14.73967405
432	14.72930931
433	14.72206707
434	14.72148694
435	14.71353904
436	14.69816458
437	14.67711517
438	14.64978177
439	14.62538695
440	14.61635752
441	14.59739173
442	14.58084181
443	14.57841881
444	14.56627086
445	14.55642597
446	14.51982063
447	14.48949444
448	14.47423893
449	14.47379946
450	14.44163898
451	14.4105952
452	14.40293069
453	14.38150823
454	14.34956172
455	14.34219892
456	14.34177462
457	14.33172723
458	14.31834226
459	14.3000435
460	14.27995728
461	14.27954657
462	14.26537767
463	14.2572321
464	14.23045223
465	14.19229353
466	14.17226219
467	14.17186362
468	14.15549798
469	14.12371466
470	14.11181537
471	14.10051574
472	14.07978702
473	14.07262785
474	14.06443437
475	14.03992624
476	14.03357369
477	14.02720408
478	14.01490797
479	13.99961854
480	13.99351402
481	13.98429065
482	13.96861914
483	13.95721708
484	13.93630331
485	13.90661143
486	13.89862512
487	13.87601281
488	13.86298504
489	13.8467617
490	13.83423066
491	13.81436168
492	13.79967395
493	13.79038688
494	13.7701873
495	13.76546335
496	13.73906522
497	13.73868924
498	13.72147981
499	13.71012118
500	13.7040783
501	13.68760115
502	13.6640009
503	13.65522712
504	13.63812175
505	13.63399899
506	13.62956994
507	13.61941302
508	13.59804335
509	13.58162482
510	13.56791757
511	13.55430862
512	13.53312683
513	13.52155542
514	13.51413236
515	13.50325634
516	13.49552979
517	13.48848348
518	13.48235151
519	13.46497441
520	13.45183146
521	13.43365025
522	13.42062085
523	13.413839
524	13.39428417
525	13.37536967
526	13.35345535
527	13.34506139
528	13.32946267
529	13.31949872
530	13.31447208
531	13.27969887
532	13.27086151
533	13.27043933
534	13.24839873
535	13.22672636
536	13.20488441
537	13.1961207
538	13.17894232
539	13.16747944
540	13.15360051
541	13.15326105
542	13.13056989
543	13.11239365
544	13.10041062
545	13.09329439
546	13.07714099
547	13.04704361
548	13.03220554
549	13.01106163
550	12.99018038
551	12.97979336
552	12.97127859
553	12.96346465
554	12.95881015
555	12.94728169
556	12.94689727
557	12.93078395
558	12.92033252
559	12.91589449
560	12.90944071
561	12.89070094
562	12.87854829
563	12.84611566
564	12.82806101
565	12.82191177
566	12.80686559
567	12.78878409
568	12.77171512
569	12.75558097
570	12.73503531
571	12.73079097
572	12.71856034
573	12.71085264
574	12.6807989
575	12.67598023
576	12.67181314
577	12.66397706
578	12.6445331
579	12.63663529
580	12.61603388
581	12.60550405
582	12.60017674
583	12.59620907
584	12.59116478
585	12.58555188
586	12.57883546
587	12.57279889
588	12.56699138
589	12.56668364
590	12.55717415
591	12.54195278
592	12.5373464
593	12.5326527
594	12.51896702
595	12.50919296
596	12.49836641
597	12.48768815
598	12.47945674
599	12.46676776
600	12.45166404
601	12.4427955
602	12.42852045
603	12.41450786
604	12.39584027
605	12.37651273
606	12.35352648
607	12.34933758
608	12.32778227
609	12.31688323
610	12.29979957
611	12.28903522
612	12.28178096
613	12.27495203
614	12.26825273
615	12.25255754
616	12.22166764
617	12.20863732
618	12.18973086
619	12.18083163
620	12.17079168
621	12.16398901
622	12.14597984
623	12.13849033
624	12.13156066
625	12.11943204
626	12.11229478
627	12.10684814
628	12.09985247
629	12.09333902
630	12.07878974
631	12.06581858
632	12.04580817
633	12.03425829
634	12.02524923
635	12.01959726
636	12.01066926
637	12.00086948
638	11.99046434
639	11.97333494
640	11.94322529
641	11.93096261
642	11.92226261
643	11.91586396
644	11.90864804
645	11.9031787
646	11.89763707
647	11.88811614
648	11.88313014
649	11.87375133
650	11.86524344
651	11.85991133
652	11.85198062
653	11.84559858
654	11.82835521
655	11.8244453
656	11.81951662
657	11.81598465
658	11.81263186
659	11.79135072
660	11.77961581
661	11.76368387
662	11.76092457
663	11.75837067
664	11.74239334
665	11.73563879
666	11.72833518
667	11.71082528
668	11.70896377
669	11.69352463
670	11.67565359
671	11.66968613
672	11.6625966
673	11.66233922
674	11.65087565
675	11.64231759
676	11.63708444
677	11.62715282
678	11.62378458
679	11.61097682
680	11.59988051
681	11.58628826
682	11.57902446
683	11.57405663
684	11.56436784
685	11.55546876
686	11.55074682
687	11.54686753
688	11.52444157
689	11.517096
690	11.50996092
691	11.50653132
692	11.4950332
693	11.48779947
694	11.48276295
695	11.47408182
696	11.46946565
697	11.46242724
698	11.45643752
699	11.4439529
700	11.42928204
701	11.41923696
702	11.40790463
703	11.39496268
704	11.39095691
705	11.39061986
706	11.3851714
707	11.38000591
708	11.36928881
709	11.36470696
710	11.36089046
711	11.34242161
712	11.32814704
713	11.30459866
714	11.28191064
715	11.2734565
716	11.26325091
717	11.24829236
718	11.23975509
719	11.23477703
720	11.22710491
721	11.2098356
722	11.20387929
723	11.19128767
724	11.1753127
725	11.17183472
726	11.16634183
727	11.154719
728	11.14124409
729	11.13284608
730	11.12628826
731	11.11317437
732	11.10517889
733	11.09791631
734	11.08904433
735	11.07423496
736	11.07388899
737	11.06862232
738	11.06547509
739	11.06519775
740	11.0580103
741	11.04969744
742	11.04121221
743	11.02929234
744	11.02281439
745	11.01473515
746	11.00796193
747	10.99629705
748	10.98719954
749	10.96568501
750	10.96158306
751	10.95686601
752	10.95111783
753	10.943681
754	10.93281041
755	10.92903465
756	10.92287739
757	10.91059943
758	10.90594451
759	10.90180408
760	10.89457123
761	10.88401716
762	10.87826382
763	10.85300949
764	10.85268019
765	10.84384987
766	10.83263867
767	10.82728095
768	10.81045221
769	10.8068671
770	10.8033643
771	10.79674213
772	10.78873056
773	10.78195751
774	10.77243816
775	10.76861803
776	10.75307658
777	10.7421188
778	10.73241218
779	10.72958189
780	10.72579378
781	10.71403967
782	10.71126158
783	10.70810133
784	10.70173001
785	10.69461412
786	10.68258395
787	10.67463792
788	10.67257172
789	10.66829654
790	10.66483986
791	10.65150257
792	10.64516996
793	10.64184254
794	10.6372767
795	10.63377027
796	10.62549411
797	10.60178476
798	10.58544787
799	10.57978027
800	10.57258066
801	10.56944912
802	10.56476283
803	10.55932242
804	10.5524511
805	10.54661667
806	10.54116875
807	10.52466532
808	10.51490213
809	10.50932663
810	10.50349234
811	10.49565511
812	10.49404806
813	10.49385189
814	10.47058411
815	10.46591387
816	10.45864874
817	10.44806862
818	10.44788057
819	10.44392586
820	10.43296769
821	10.4240391
822	10.42262315
823	10.41422282
824	10.39762781
825	10.39745513
826	10.39529594
827	10.38956375
828	10.38634468
829	10.38053799
830	10.37180618
831	10.36882487
832	10.36276364
833	10.35256593
834	10.34409361
835	10.3327578
836	10.32031385
837	10.31389623
838	10.30561753
839	10.29744453
840	10.28805287
841	10.2807823
842	10.27559616
843	10.26942122
844	10.26377292
845	10.25569571
846	10.2531099
847	10.2453561
848	10.24148847
849	10.2364679
850	10.22971187
851	10.22248216
852	10.21576347
853	10.2104347
854	10.20264587
855	10.1803266
856	10.16709983
857	10.16091054
858	10.15309548
859	10.14394146
860	10.14133437
861	10.13467589
862	10.11883969
863	10.1149984
864	10.10645481
865	10.10318327
866	10.09485906
867	10.08683643
868	10.07962403
869	10.07136613
870	10.06538056
871	10.06284771
872	10.05596619
873	10.04789198
874	10.04350852
875	10.03666267
876	10.03085517
877	10.02745878
878	10.01763016
879	10.01220552
880	10.00919878
881	10.00363454
882	9.987541012
883	9.976634863
884	9.965446534
885	9.960295881
886	9.953297672
887	9.945213227
888	9.939603318
889	9.936501268
890	9.921875278
891	9.914889385
892	9.907517175
893	9.902047116
894	9.89839518
895	9.88943027
896	9.88204027
897	9.878338624
898	9.871739602
899	9.86280146
900	9.856281355
901	9.851591916
902	9.846221482
903	9.841581999
904	9.834604687
905	9.830690295
906	9.822982927
907	9.817350956
908	9.810597765
909	9.802390797
910	9.796078563
911	9.784071582
912	9.775990634
913	9.77224931
914	9.760662966
915	9.750431192
916	9.747327275
917	9.744191517
918	9.73653528
919	9.725912173
920	9.723040259
921	9.717060516
922	9.710946422
923	9.707824542
924	9.699063358
925	9.695402608
926	9.691516744
927	9.682917468
928	9.678209939
929	9.677199883
930	9.665351642
931	9.653739778
932	9.650037176
933	9.645092544
934	9.642015139
935	9.63544175
936	9.631689073
937	9.625144825
938	9.622547525
939	9.616625225
940	9.612535494
941	9.60653163
942	9.600063098
943	9.590709507
944	9.585407668
945	9.578533251
946	9.572350544
947	9.570221074
948	9.562579307
949	9.551470167
950	9.544503465
951	9.538561634
952	9.528673742
953	9.523593047
954	9.516055935
955	9.511146914
956	9.504780517
957	9.495661829
958	9.493087506
959	9.48648485
960	9.485037791
961	9.482814247
962	9.477014026
963	9.47234982
964	9.467886794
965	9.464302392
966	9.462946984
967	9.452301092
968	9.441073745
969	9.437576742
970	9.428071077
971	9.423117251
972	9.415021565
973	9.408146052
974	9.399403957
975	9.391377148
976	9.387910883
977	9.376461511
978	9.371616689
979	9.358531876
980	9.345705343
981	9.335734583
982	9.333273185
983	9.329627798
984	9.329176178
985	9.325582315
986	9.321583782
987	9.317707973
988	9.312433567
989	9.309767267
990	9.303382419
991	9.301045682
992	9.297625335
993	9.294034462
994	9.285795804
995	9.282728349
996	9.279358046
997	9.275838264
998	9.26032038
999	9.256817578
